id,2002,,,,,,,,,,,,,,,,,
北京市,3.445027844,,,,,,,,,,,,,,,,,
天津市,2.242714703,,,,,,,,,,,,,,,,,
河北省,0.909930451,,,,,,,,,,,,,,,,,
山西省,0.725593009,,,,,,,,,,,,,,,,,
内蒙古自治区,0.821735817,,,,,,,,,,,,,,,,,
辽宁省,1.308611844,,,,,,,,,,,,,,,,,
吉林省,0.883574116,,,,,,,,,,,,,,,,,
黑龙江省,0.959177215,,,,,,,,,,,,,,,,,
上海市,3.894864315,,,,,,,,,,,,,,,,,
江苏省,1.470518508,,,,,,,,,,,,,,,,,
浙江省,1.788529609,,,,,,,,,,,,,,,,,
安徽省,0.564328924,,,,,,,,,,,,,,,,,
福建省,1.347270808,,,,,,,,,,,,,,,,,
江西省,0.579172772,,,,,,,,,,,,,,,,,
山东省,1.156759619,,,,,,,,,,,,,,,,,
河南省,0.642961543,,,,,,,,,,,,,,,,,
湖北省,0.709467834,,,,,,,,,,,,,,,,,
湖南省,0.635569504,,,,,,,,,,,,,,,,,
广东省,1.857279904,,,,,,,,,,,,,,,,,
广西壮族自治区,0.535482707,,,,,,,,,,,,,,,,,
海南省,0.816238845,,,,,,,,,,,,,,,,,
重庆市,0.647157724,,,,,,,,,,,,,,,,,
四川省,0.552633146,,,,,,,,,,,,,,,,,
贵州省,0.335156334,,,,,,,,,,,,,,,,,
云南省,0.551722328,,,,,,,,,,,,,,,,,
西藏自治区,0.650617969,,,,,,,,,,,,,,,,,
陕西省,0.622827529,,,,,,,,,,,,,,,,,
甘肃省,0.484479041,,,,,,,,,,,,,,,,,
青海省,0.667941176,,,,,,,,,,,,,,,,,
宁夏回族自治区,0.694576796,,,,,,,,,,,,,,,,,
新疆维吾尔自治区,0.909047351,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
